,B2,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,bad,complete,subject_a,role_a,donation_a,donate_a,role_p,subject_p,donation_p,donate_p,age_a,gender_a,race_a,edu_a,marital_a,employment_a,income_a,religion_a,ideology_a,pt_overall_a,pt_competence1_a,pt_competence2_a,pt_competence3_a,pt_competence4_a,pt_warmth1_a,pt_warmth2_a,pt_warmth3_a,pt_warmth4_a,pt_engagement_a,pt_as1_a,pt_as2_a,pt_as3_a,pt_as4_a,pt_defensive1_a,pt_defensive2_a,pt_defensive3_a,pt_defensive4_a,pt_defensive5_a,angry_a,guilty_a,enthusiastic_a,proud_a,inspired_a,ashamed_a,moral1_a,moral2_a,moral3_a,age_p,gender_p,race_p,edu_p,marital_p,employment_p,income_p,religion_p,ideology_p,pt_overall_p,pt_competence1_p,pt_competence2_p,pt_competence3_p,pt_competence4_p,pt_warmth1_p,pt_warmth2_p,pt_warmth3_p,pt_warmth4_p,pt_engagement_p,pt_as1_p,pt_as2_p,pt_as3_p,pt_as4_p,pt_defensive1_p,pt_defensive2_p,pt_defensive3_p,pt_defensive4_p,pt_defensive5_p,angry_p,guilty_p,enthusiastic_p,proud_p,inspired_p,ashamed_p,moral1_p,moral2_p,moral3_p,bf_extrovert1_a,bf_extrovert2_a,bf_extrovert3_a,bf_extrovert4_a,bf_extrovert5_a,bf_agreeable1_a,bf_agreeable2_a,bf_agreeable3_a,bf_agreeable4_a,bf_agreeable5_a,bf_conscientious1_a,bf_conscientious2_a,bf_conscientious3_a,bf_conscientious4_a,bf_conscientious5_a,bf_neurotic1_a,bf_neurotic2_a,bf_neurotic3_a,bf_neurotic4_a,bf_neurotic5_a,bf_open1_a,bf_open2_a,bf_open3_a,bf_open4_a,bf_open5_a,mf_care1_a,mf_fair1_a,mf_loyalty1_a,mf_authority1_a,mf_purity1_a,mf_care2_a,mf_authority2_a,mf_care3_a,mf_fair2_a,mf_purity2_a,mf_free1_a,mf_care4_a,mf_fair3_a,mf_authority3_a,mf_unused_a,mf_fair4_a,mf_loyalty2_a,mf_authority4_a,mf_care5_a,mf_loyalty3_a,mf_authority5_a,mf_purity3_a,mf_free2_a,pv_conform_a,pv_tradition_a,pv_benevolence_a,pv_universalism_a,pv_self_direction_a,pv_stimulation_a,pv_hedonism_a,pv_achievement_a,pv_power_a,pv_security_a,ssi1_a,ssi3_a,ssi6_a,ssi8_a,ds_rational1_a,ds_rational2_a,ds_intuitive1_a,ds_intuitive2_a,bf_extrovert1_p,bf_extrovert2_p,bf_extrovert3_p,bf_extrovert4_p,bf_extrovert5_p,bf_agreeable1_p,bf_agreeable2_p,bf_agreeable3_p,bf_agreeable4_p,bf_agreeable5_p,bf_conscientious1_p,bf_conscientious2_p,bf_conscientious3_p,bf_conscientious4_p,bf_conscientious5_p,bf_neurotic1_p,bf_neurotic2_p,bf_neurotic3_p,bf_neurotic4_p,bf_neurotic5_p,bf_open1_p,bf_open2_p,bf_open3_p,bf_open4_p,bf_open5_p,mf_care1_p,mf_fair1_p,mf_loyalty1_p,mf_authority1_p,mf_purity1_p,mf_care2_p,mf_authority2_p,mf_care3_p,mf_fair2_p,mf_purity2_p,mf_free1_p,mf_care4_p,mf_fair3_p,mf_authority3_p,mf_unused_p,mf_fair4_p,mf_loyalty2_p,mf_authority4_p,mf_care5_p,mf_loyalty3_p,mf_authority5_p,mf_purity3_p,mf_free2_p,pv_conform_p,pv_tradition_p,pv_benevolence_p,pv_universalism_p,pv_self_direction_p,pv_stimulation_p,pv_hedonism_p,pv_achievement_p,pv_power_p,pv_security_p,ssi1_p,ssi3_p,ssi6_p,ssi8_p,ds_rational1_p,ds_rational2_p,ds_intuitive1_p,ds_intuitive2_p,bf_agreeable_a,bf_agreeable_p,bf_extrovert_a,bf_extrovert_p,bf_neurotic_a,bf_neurotic_p,bf_open_a,bf_open_p,bf_conscientious_a,bf_conscientious_p,pt_competence_a,pt_competence_p,pt_warmth_a,pt_warmth_p,pt_as_a,pt_as_p,pt_defensive_a,pt_defensive_p,E2_a,L1_a,L3_a,P1_a,TF_a,other_a,A1_p,A3_p,A5_p,A6_p,A11_p,A12_p,A16_p,A17_p,A18_p,A19_p,visit_a,trial_a,visit_p,trial_p
828,20180903-164113_982,other,other,other,emo,emo,emo,emo,log,other,other,0,1,A2ODRHHGI19CQP,0,1,1,1,A2X9MKQAULD8ZR,1,1,49,Male,White/Caucasian,6,Divorced,Employed for wages,11,Agnostic,3,5,5,4,4,5,5,5,4,5,4,4,4,4,4,1,1,1,1,4,1,1,1,1,1,1,3,3,3,21,Female,Asian/Asian American,4,Never been married,A student,12,Other,4,5,3,4,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,1,1,4,4,4,1,4,4,4,2,2,2,4,5,2,2,2,4,3,4,4,4,2,2,3,2,4,2,2,4,4,3,4,2,3,3,2,4,2,3,3,4,3,1,1,2,3,5,5,4,4,3,2,4,5,3,4,4,3,3,3,4,1,1,5,3,4,2,2,4,3,5,5,2,1,4,3,2,4,4,4,4,4,1,1,5,4,4,1,2,3,4,4,2,2,4,4,2,4,1,4,5,4,5,5,4,3,6,6,3,4,4,6,6,4,4,3,1,6,2,4,4,6,3,2,6,6,4,4,5,4,4,6,2,3,5,3,4,5,2,3,-1,10,-3,1,7,9,13,13,8,10,18,17,19,20,16,16,8,15,5,0,1,1,0,5,1,1,2,0,0,0,5,0,0,2,1,1,1,1
829,20180903-164852_724,other,other,other,other,emo,other,task,task,other,task,0,1,A2W37S6VC464WK,0,0,0,1,ABEJPX8HRQFAW,0.1,1,25,Male,Native American/American Indian,3,Never been married,Employed for wages,2,Protestant (Baptist Methodist Non-denominational etc.),5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,1,4,1,1,1,5,5,1,3,3,3,38,Male,White/Caucasian,4,Living with partner,Employed for wages,6,Other,2,4,2,2,2,2,2,2,2,2,4,4,2,2,4,2,5,5,2,2,1,1,1,1,2,1,1,1,1,2,4,1,4,5,3,5,5,4,3,5,4,3,5,3,3,4,4,1,4,5,5,2,4,2,5,6,1,3,2,3,1,3,3,2,3,5,6,4,6,6,4,2,5,4,4,4,6,4,5,6,6,6,6,5,5,5,5,2,2,3,3,5,5,2,3,4,4,4,2,4,4.5,4.5,4.5,1.5,1.5,1.5,4,4,1.5,1.5,4,2,2,1.5,1.5,4,4,3,4.5,1.5,4.5,4.5,4.5,5,5,5,4.5,5,5.5,2,5,5,4.5,4.5,6,5.5,4.5,5,1.5,2.5,4.5,2,5.5,3.5,2.5,2.5,2.5,2,3.5,4,3,3.5,3.5,1.5,3,5,3.5,4,4,2,2,6,10.5,-2,6,10,3,14,14,4,6.5,16,8,20,8,19,12,12,16,1,0,0,0,3,6,1,0,1,0,0,0,3,1,0,4,1,1,2,2
830,20180903-165121_48,other,other,cre,emo,cre,log,emo,pro,other,other,0,1,A2O2Q0LVWOWJ1G,0,0,0,1,A98E8M4QLI9RS,0.7,1,44,Female,White/Caucasian,3,Divorced,Employed for wages,4,Roman Catholic,5,5,4,3,3,4,5,5,5,5,5,4,5,5,5,1,1,1,1,3,1,2,4,4,5,2,5,5,5,51,Female,White/Caucasian,3,Married,Employed for wages,6,Protestant (Baptist Methodist Non-denominational etc.),4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,3,3,4,1,5,5,5,1.5,1.75,1,3.25,4,4,4.75,4,2,1,5,5,5,1,1,2,4,5,3.5,2,5,4,3,5,2,5.75,6,1.25,2.25,3.5,6,1,6,6,1.25,5.5,6,6,2,5.5,5.25,1,2,6,1,2,2.75,6,4.75,1.25,5,6,6,4,3,1,1,6,1,4.5,5,3.75,5,5,1.5,1.5,4,2.666666667,1.666666667,3.333333333,4.333333333,4,5,5,1,1,4.666666667,4.666666667,4.666666667,1.333333333,1,4,2,4,2,2,4,4,2.666666667,4,2,6,6,2.666666667,4.666666667,4.666666667,5.666666667,3.333333333,6,6,3.666666667,4.666666667,6,6,4.666666667,6,4.666666667,5,5,6,2.666666667,5.333333333,1,4.666666667,6,5.333333333,6,6,4.666666667,3.333333333,3.333333333,2.666666667,2,6,2,2,5,4,4.333333333,4.333333333,2,3,9.75,12,-3,0.666666667,12.5,6,15,12.66666667,13,11.66666667,14,20,20,20,19,20,7,9,2,2,1,1,0,4,1,1,1,0,0,0,4,1,0,2,2,2,2,2
831,20180903-165314_834,other,cre,emo,emo,emo,cre,emo,emo,cre,log,0,1,A2H1NJSK2K37H5,0,0,0,1,A3DHMYX6PEQ05X,0.5,1,21,Male,White/Caucasian,3,Never been married,A student,12,Jewish,2,5,4,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,1,2,3,4,3,1,3,3,3,26,Female,White/Caucasian,3,Living with partner,Employed for wages,5,Buddhist,5,5,5,4,5,5,4,5,3,4,5,5,4,5,5,2,2,2,2,3,1,1,2,2,5,1,5,5,5,5,4,5,1,5,5,4,4,2,2,4,4,2,4,3,3,2,4,2,2,4,5,4,4,1,5,5,3,4,5,5,2,5,6,3,5,4,4,4,6,3,3,4,1,5,4,1,5,2,2,4,5,5,6,4,6,5,5,2,2,2,3,4,4,2,2,5,4,4,4,5,5,5,5,1,1,1,3,5,2,1,4,4,4,1,1,5,5,3,5,1,6,6,2,4,6,6,2,6,6,1,5,6,6,4,6,5,2,3,5,2,2,3,6,3,2,6,6,5,6,5,3,3,5,1,4,5,3,5,5,4,2,9,13,8,4,7,6,16,17,3,6,13,19,16,16,16,19,11,11,5,3,1,0,0,2,0,3,0,0,0,0,5,0,0,2,1,1,1,1
832,20180903-165655_280,other,cre,cre,cre,cre,cre,cre,log,other,other,0,1,A14JHKC3HP4XTI,0,0.4,1,1,AOWW3URQNRJ6U,0.2,1,32,Male,White/Caucasian,6,Married,Employed for wages,10,Roman Catholic,2,5,4,4,4,4,5,5,5,5,5,3,3,3,3,3,2,2,2,3,1,1,2,3,3,1,3,2,4,27,Male,White/Caucasian,2,Living with partner,Employed for wages,4,Roman Catholic,4,5,5,5,4,4,5,5,5,5,4,5,4,4,5,1,1,2,1,4,1,1,2,4,3,1,4,3,4,2,2,2,4,4,5,4,4,4,3,4,4,4,2,2,3,3,4,4,5,2,4,4,4,3,3,3,2,4,2,4,3,5,6,3,1,4,1,4,6,4,5,6,2,4,4,1,1,2,5,5,4,4,2,3,4,3,4,2,3,4,2,5,4,3,2,4.5,4.5,4,2,2.25,4,4.5,4.5,2,2.25,2.25,4.5,4,2,1,4.75,1.75,2,1,1.75,4,4.5,4,3.75,2,5,3.75,2,3.25,3.75,5.75,2.5,5.5,5,2,2.75,4.25,5.25,4.75,6,4.5,4,2,4.25,2.75,2,3.5,4.75,4.25,2.75,5.5,5.5,6,3.75,3.25,3,3,5.25,2,2.5,5,4,4.75,5,1.75,1.75,6,8.75,-2,8.75,13,1.75,11,14.25,8,7.75,16,18,20,20,12,18,12,9,0,6,1,0,0,3,1,5,0,0,0,0,1,2,0,1,1,1,2,2
833,20180903-165804_344,other,other,cre,log,log,emo,other,task,log,emo,0,1,A3O0QZQ4V2IXT7,0,0,0,1,A3BL2ZEODD79AZ,0,0,44,Female,White/Caucasian,4,Married,A homemaker,11,Protestant (Baptist Methodist Non-denominational etc.),2,2,2,2,2,2,2,1,2,1,4,2,3,2,4,3,3,3,4,3,2,1,1,1,1,1,1,1,1,43,Female,White/Caucasian,6,Married,Employed for wages,12,Protestant (Baptist Methodist Non-denominational etc.),1,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,5,2,2,2,1,1,1,1,1,1,1,1,4,3,2,2.5,4,2.5,4,4,2.5,2,4,5,4,2,1.5,2,4,4,4,4,2.5,3.5,2,2,2,4,4,3.5,4,4,5,4.5,5,3.5,5,4.5,4,3.5,5.5,5.5,4.5,2,5,1.5,2,3.5,4.5,3.5,4.5,4.5,5,3.5,4,2.5,2,2,4,4.5,2,3,4,1.5,4,3.5,3.5,4,5,5,5,1,1,5,5,5,1,1,5,5,5,1,1,4,2,2,2,2,4,4,3,4,2,2,2,5,5,2,2,2,2,2,5,3,4,3,5,6,4,2,6,1,2,6,6,3,6,6,6,4,6,4,4,6,4,6,1,4,4,4,4,4,3,3,6,13,2.5,13,14,4,8,13,9.5,13,8,16,6,16,11,8,16,15,2,1,4,0,1,3,1,1,1,4,0,0,3,0,0,0,2,2,1,1
834,20180903-165930_826,other,other,other,other,task,cre,other,emo,emo,emo,0,1,A2I4M1UWS4X90W,0,0.3,1,1,A1TGV7LT6LTIQU,0.5,1,28,Male,White/Caucasian,2,Married,Employed for wages,3,Atheist,2,5,5,4,5,5,5,5,5,5,5,5,4,4,4,1,1,1,1,3,1,1,3,3,2,1,3,3,3,39,Male,White/Caucasian,4,Living with partner,Self-employed,11,Atheist,2,4,4,3,2,3,4,3,4,4,4,4,3,4,4,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,2,1,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,5,4,2,5,4,4,5,5,4,1,4,4,5,4,6,5,4,4,4,3,4,4,5,3,3,4,2,3,3,4,3,4,4,4,2,3,2,4,4,4,2,5,5,4,1,4,4,4,4,2,2,5,5,4,2,1,4,2,5,2,2,4,5,5,5,1,3,5,2,4,4,4,3,5,6,3,4,4,6,4,6,6,4,5,3,2,5,2,5,3,4,3,5,6,3,5,6,4,4,2,4,5,3,4,4,2,2,5,8,-3,9,12,7,10,18,3,11,19,12,20,15,17,15,7,10,3,1,0,0,1,6,2,1,1,0,0,1,3,0,0,2,1,1,1,1
836,20180903-170041_976,other,other,other,other,other,other,cre,pro,log,emo,0,1,A3A07QA5U733HQ,0,0,0,1,A7K6LJGDREGTT,0,0,34,Male,White/Caucasian,3,Separated,Employed for wages,5,Agnostic,4,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,2,2,2,2,1,1,3,3,3,1,3,3,3,28,Male,White/Caucasian,4,Living with partner,Employed for wages,6,Roman Catholic,2,4,3,1,1,4,5,4,2,2,4,2,2,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3.833333333,4,3,3.416666667,3.666666667,3.583333333,3.75,3.5,3.25,3.083333333,4.25,3.916666667,4.25,2.833333333,2.166666667,4.25,2.166666667,2.083333333,1.833333333,1.833333333,3.666666667,3.833333333,3,3.916666667,2.5,3.25,3.5,3.25,4,3.833333333,3.083333333,3.5,3.666666667,3.75,1.916666667,3.583333333,4.416666667,4.416666667,5.166666667,4.583333333,4.416666667,4.333333333,3.5,3.166666667,3.583333333,5,4.083333333,4.25,3.583333333,3.5,3.833333333,3.75,3.75,3.916666667,4.083333333,4,3.833333333,3.75,2,2.083333333,2.5,2.166666667,4,3.916666667,3.666666667,4,4.666666667,4.666666667,3.333333333,1.666666667,3.333333333,4,2.666666667,3,2.666666667,3.333333333,5,4,4.666666667,3,1.666666667,4,4.666666667,3,2.666666667,4.333333333,1.333333333,5,3.666666667,4.333333333,1,1,3.666666667,2.333333333,4.333333333,3.333333333,3.333333333,2,5,5.666666667,2.333333333,4.666666667,1.666666667,4,5,6,3.666666667,5,1.666666667,3.666666667,2.333333333,1.666666667,2.333333333,5.666666667,4.333333333,4,4,3,3,3.333333333,4.333333333,4.333333333,4,4.666666667,1.333333333,2,1.666666667,1.333333333,4.666666667,4.666666667,1.333333333,1,4.5,3.666666667,3.75,7.666666667,3.666666667,10.66666667,11.91666667,13.33333333,7.416666667,9,20,9,20,13,15,9,12,8,1,1,1,1,0,6,1,0,0,0,0,1,4,1,0,3,8,5,3,3
837,20180903-170455_801,other,other,other,emo,cre,cre,emo,cre,other,emo,0,1,ACM87U430O96Z,0,0.15,1,1,A3SZ5EYLO5ZQ2D,1,1,28,Female,White/Caucasian,4,Never been married,Employed for wages,8,Agnostic,2,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,1,1,4,1,1,4,4,4,1,2,2,2,52,Female,White/Caucasian,2,Married,Employed for wages,9,Protestant (Baptist Methodist Non-denominational etc.),1,4,4,4,4,4,4,4,4,3,5,4,4,1,4,1,1,1,1,4,1,1,2,2,2,1,4,4,4,4,4,3.285714286,1.857142857,3.714285714,4.142857143,4.142857143,4.142857143,1,1,4.714285714,4.142857143,4.142857143,1,1,3.857142857,2.142857143,2.285714286,1.428571429,1.428571429,5,4.571428571,4.428571429,4,1,5,5,1.571428571,4.428571429,3.142857143,5,1.857142857,5,4.714285714,1,4.285714286,5,4.571428571,5.285714286,5.142857143,4.571428571,2.571428571,1.857142857,3.428571429,2.285714286,4.571428571,1,4.571428571,3.571428571,4.142857143,4.142857143,4,4,4.142857143,3,4.142857143,4.142857143,4.285714286,1.714285714,3.714285714,4.428571429,2.285714286,4,4,3.285714286,3.571428571,4.333333333,4.333333333,1,4,4.666666667,4.333333333,4.666666667,4.666666667,1,1,2.666666667,4.333333333,3.666666667,2,1,2.333333333,3.333333333,3.666666667,3,2.333333333,2.666666667,2,1,3.666666667,4.333333333,6,4,4.333333333,4.333333333,5.333333333,4.666666667,4,5,5,6,4.333333333,5.333333333,5,5,6,4.333333333,5.333333333,5.333333333,5,3.333333333,5,6,4.333333333,4.666666667,4.666666667,2.666666667,3.666666667,4.333333333,5.333333333,3,2.333333333,3.333333333,4.666666667,1,5,5,4.333333333,4,4,2.666666667,3,10.42857143,11.66666667,5.714285714,1,3.428571429,10,17,5,11,7.666666667,16,16,16,15,15,13,12,8,3,3,0,0,0,4,1,1,1,0,0,0,3,0,0,4,5,4,2,2
838,20180903-171103_980,other,other,other,emo,other,emo,other,emo,other,log,0,1,ACNHKXWKZRUZ5,0,0,0,1,A3LRZX8477TYYZ,0,0,44,Male,White/Caucasian,4,Married,Employed for wages,3,Agnostic,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,1,1,4,4,4,1,3,3,3,39,Male,White/Caucasian,6,Married,Employed for wages,12,Agnostic,3,3,3,3,2,4,4,4,4,4,5,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4.076923077,3.923076923,3.230769231,3.461538462,3.307692308,3.461538462,3.692307692,3.153846154,3.076923077,4.076923077,4.461538462,4.076923077,2.692307692,2,2.923076923,3.153846154,3.384615385,3.153846154,3,3.384615385,3.692307692,2.923076923,3.230769231,2.769230769,3.538461538,4.307692308,2.538461538,3.076923077,2.769230769,3.538461538,2.769230769,3.230769231,4.615384615,1.384615385,2.461538462,4.153846154,4.230769231,3.230769231,4.923076923,5,2.692307692,5.615384615,2,3.153846154,2.307692308,5.153846154,4.461538462,3.153846154,3.076923077,3.384615385,3.153846154,3.153846154,3.230769231,3.384615385,3.769230769,3.846153846,3.461538462,2.076923077,2.538461538,3.923076923,3.846153846,4,4.076923077,2.230769231,2.230769231,5,5,5,1,1,5,5,5,1,1,5,4,4,1,1,5,1,1.5,1,1,4,5,2,4,1,5,6,4,4,3,5,2,5.5,6,1,4.5,5,5,4,6,5,3.5,2,3,3,3,1,6,2,5,2,1.5,2.5,5,6,5,5,2,2.5,3,5,5,5,5,3,1.5,4.230769231,13,5.307692308,13,9.769230769,-0.5,10.46153846,14,7.923076923,11,16,12,16,16,16,7,12,5,3,0,1,0,0,7,1,2,0,1,0,0,5,1,0,1,9,7,1,1
839,20180903-171704_760,other,other,other,emo,pro,cre,other,task,cre,emo,0,1,A3OVMQJXD4N856,0,0,0,1,ACNHKXWKZRUZ5,1,1,37,Male,Indian subcontinent,4,Married,Employed for wages,8,Hindu,4,4,2,3,3,3,4,4,4,4,4,3,4,2,3,3,2,2,2,4,1,1,1,3,3,1,3,4,4,44,Male,White/Caucasian,4,Married,Employed for wages,3,Agnostic,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,1,1,4,4,4,1,4,4,4,4,2.5,4,2,4,4.5,5,5,1,1,4.5,2.5,3,3.5,2.5,2.5,1,1,1,1,1,4,1,3,3,4,4.5,4,5,5.5,3,4.5,5.5,6,1.5,4,6,6,6,6,6,1.5,6,6,6,6,5.5,6,5.5,5.5,6,6,6,5,3.5,3.5,3,4,1,3.5,2.5,5,4,4.5,2,2,4,4.076923077,3.923076923,3.230769231,3.461538462,3.307692308,3.461538462,3.692307692,3.153846154,3.076923077,4.076923077,4.461538462,4.076923077,2.692307692,2,2.923076923,3.153846154,3.384615385,3.153846154,3,3.384615385,3.692307692,2.923076923,3.230769231,2.769230769,3.538461538,4.307692308,2.538461538,3.076923077,2.769230769,3.538461538,2.769230769,3.230769231,4.615384615,1.384615385,2.461538462,4.153846154,4.230769231,3.230769231,4.923076923,5,2.692307692,5.615384615,2,3.153846154,2.307692308,5.153846154,4.461538462,3.153846154,3.076923077,3.384615385,3.153846154,3.153846154,3.230769231,3.384615385,3.769230769,3.846153846,3.461538462,2.076923077,2.538461538,3.923076923,3.846153846,4,4.076923077,2.230769231,2.230769231,12.5,4.230769231,4.5,5.307692308,1.5,9.769230769,6,10.46153846,4,7.923076923,11,16,16,16,12,16,13,14,2,2,0,1,3,4,2,5,0,0,0,1,2,0,0,1,1,1,9,8
840,20180903-172009_84,other,other,other,other,emo,emo,other,other,log,log,0,1,A3A07QA5U733HQ,0,1,1,1,ANMD34DNHLOLC,0,0,34,Male,White/Caucasian,3,Separated,Employed for wages,5,Agnostic,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,1,1,2,2,2,1,4,4,4,33,Female,White/Caucasian,4,Divorced,Employed for wages,8,Agnostic,4,4,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,3.833333333,4,3,3.416666667,3.666666667,3.583333333,3.75,3.5,3.25,3.083333333,4.25,3.916666667,4.25,2.833333333,2.166666667,4.25,2.166666667,2.083333333,1.833333333,1.833333333,3.666666667,3.833333333,3,3.916666667,2.5,3.25,3.5,3.25,4,3.833333333,3.083333333,3.5,3.666666667,3.75,1.916666667,3.583333333,4.416666667,4.416666667,5.166666667,4.583333333,4.416666667,4.333333333,3.5,3.166666667,3.583333333,5,4.083333333,4.25,3.583333333,3.5,3.833333333,3.75,3.75,3.916666667,4.083333333,4,3.833333333,3.75,2,2.083333333,2.5,2.166666667,4,3.916666667,3.666666667,4,3.1,3,2.5,3,3.1,3.1,3.5,3.5,2.6,2.5,3.5,3.7,3.6,2.7,2.4,3.6,2.5,3.2,2.5,2.7,3.5,3.6,3,3.2,2.5,3.9,3.9,2.1,3.6,2.7,4,2.6,4,4.1,2.1,3.6,4.2,4.1,4,3.9,3.9,2.7,2.7,2.8,2.9,3.7,2.7,3.9,3.7,3.6,3.6,3.7,3.6,3.9,3.8,3.7,3.8,3.7,2.4,2.9,3.4,3.4,3.5,3.5,2.9,2.7,4.5,5,3.75,2.5,3.666666667,7.3,11.91666667,10.8,7.416666667,5.7,16,4,16,4,16,12,8,15,2,0,2,0,0,6,1,0,1,0,0,0,2,0,0,6,8,6,6,5
841,20180903-172112_282,other,other,other,cre,other,log,log,cre,log,log,0,1,ANMD34DNHLOLC,0,0,0,1,A2JQDZY77YZDVB,0,0,33,Female,White/Caucasian,4,Divorced,Employed for wages,8,Agnostic,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,36,Female,White/Caucasian,6,Never been married,Employed for wages,6,Protestant (Baptist Methodist Non-denominational etc.),5,4,4,5,3,3,4,4,3,5,3,4,4,5,4,1,1,1,1,4,1,1,2,2,4,1,3,3,3,3.1,3,2.5,3,3.1,3.1,3.5,3.5,2.6,2.5,3.5,3.7,3.6,2.7,2.4,3.6,2.5,3.2,2.5,2.7,3.5,3.6,3,3.2,2.5,3.9,3.9,2.1,3.6,2.7,4,2.6,4,4.1,2.1,3.6,4.2,4.1,4,3.9,3.9,2.7,2.7,2.8,2.9,3.7,2.7,3.9,3.7,3.6,3.6,3.7,3.6,3.9,3.8,3.7,3.8,3.7,2.4,2.9,3.4,3.4,3.5,3.5,2.9,2.7,3,2,1,5,3,4,4,3,2,2,5,5,5,3,1,3,3,4,1,1,5,4,3,4,2,5,5,3,3,2,3,2,4,5,2,4,4,6,5,6,4,3,3,4,4,4,4,4,6,6,2,6,5,5,2,3,4,5,3,2,4,4,4,4,4,4,5,7,2.5,-2,7.3,6,10.8,14,5.7,11,12,15,12,16,12,17,15,8,0,2,4,0,0,4,1,1,1,0,0,1,4,0,0,2,6,6,1,1
843,20180903-173114_499,other,cre,cre,log,other,emo,emo,other,emo,log,0,1,ATCD6QH1YV8RL,0,0.3,1,1,A1DNJ3C38BJ0MJ,0.3,1,25,Female,White/Caucasian,4,Never been married,Employed for wages,5,Protestant (Baptist Methodist Non-denominational etc.),2,4,4,4,4,4,5,5,4,4,4,3,3,4,4,1,1,1,1,3,1,1,1,4,3,1,4,4,4,61,Female,White/Caucasian,3,Married,Employed for wages,11,Roman Catholic,2,3,5,5,5,5,3,3,4,5,4,3,3,4,4,2,1,1,1,3,1,1,3,3,4,1,4,4,5,4,4,2,1,4,4,5,5,1,2,5,3,4,4,2,2,4,4,3,4,5,4,3,5,1,3,5,2,5,1,3,2,5,5,1,5,2,4,6,6,4,4,4,2,2,5,1,5,3,5,5,4,6,6,5,5,6,6,2,2,2,1,4,4,4,2,4.217391304,4.130434783,3.434782609,1.956521739,2.217391304,4.782608696,4.260869565,3.739130435,1.347826087,1.217391304,4.956521739,4.608695652,2.565217391,1.47826087,1.086956522,4.913043478,1.347826087,1.52173913,1.347826087,1.217391304,5,4.608695652,1.391304348,3.826086957,1.173913043,4,3.956521739,5.260869565,5.434782609,5.782608696,4.652173913,5.304347826,4.739130435,4.869565217,5.956521739,4.52173913,4.608695652,5.173913043,5.739130435,5.347826087,5.260869565,5.043478261,5.347826087,4.913043478,5.47826087,5.608695652,5.565217391,4.304347826,5.47826087,5.043478261,5.52173913,5.304347826,4.826086957,4.869565217,4.913043478,5.739130435,5.130434783,4.782608696,2.608695652,2,3.652173913,4.608695652,4.347826087,3.52173913,3.391304348,4.391304348,11,10.2173913,5,7.608695652,13,0.52173913,16,13.65217391,6,9.565217391,16,20,18,15,14,14,7,8,3,2,2,0,0,3,0,0,0,0,0,0,10,0,0,0,1,1,12,10
844,20180903-173808_744,other,other,emo,emo,log,emo,emo,emo,emo,emo,0,1,A3G0C37OZR4C2Q,0,0,0,1,A223BBAD3U6QFR,0,0,18,Female,Hispanic/Latino,2,Living with partner,A student,4,Atheist,2,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,36,Female,White/Caucasian,4,Married,Employed for wages,9,Protestant (Baptist Methodist Non-denominational etc.),2,2,3,4,4,4,4,5,4,4,4,2,2,2,3,4,5,5,3,2,2,1,2,3,2,1,1,1,1,4.5,4.5,4,4,4,3,2.5,3,3.5,3,5,5,5,1,1,2.5,3.5,3.5,3.5,3.5,4,5,5,5,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,6,6,6,3,4,3,3,6,1,6,6,2.5,5,4,6,6,5,6,6,5.5,1,1.5,2.5,1.5,5,5,1,1,5,5,4,1,4,5,5,4.5,1.5,1.5,5,5,4.5,3,1,3.5,2.5,3.5,3.5,3.5,3,4,4,4.5,2.5,4.5,4.5,3,5,5,4.5,4,5.5,4.5,4.5,2.5,4.5,3,6,6,5,4,4,2.5,4,5.5,5,2,5,5,4.5,3.5,5,3,2.5,3.5,4,3.5,2,2,4,2,4,4,3,2,2,11.5,5,9,11.5,9.5,18,13,13,10.5,12,15,8,17,4,9,5,19,7,0,1,0,0,2,1,2,2,1,0,0,4,0,0,0,2,1,2,2
