,B2,V1,V11,V2,V12,V3,V13,V4,V14,V5,V15,V6,V16,V7,V17,V8,V18,V9,V19,V10,V20,bad,complete,subject_a,role_a,donation_a,donate_a,role_p,subject_p,donation_p,donate_p,age_a,gender_a,race_a,edu_a,marital_a,employment_a,income_a,religion_a,ideology_a,pt_overall_a,pt_competence1_a,pt_competence2_a,pt_competence3_a,pt_competence4_a,pt_warmth1_a,pt_warmth2_a,pt_warmth3_a,pt_warmth4_a,pt_engagement_a,pt_as1_a,pt_as2_a,pt_as3_a,pt_as4_a,pt_defensive1_a,pt_defensive2_a,pt_defensive3_a,pt_defensive4_a,pt_defensive5_a,angry_a,guilty_a,enthusiastic_a,proud_a,inspired_a,ashamed_a,moral1_a,moral2_a,moral3_a,age_p,gender_p,race_p,edu_p,marital_p,employment_p,income_p,religion_p,ideology_p,pt_overall_p,pt_competence1_p,pt_competence2_p,pt_competence3_p,pt_competence4_p,pt_warmth1_p,pt_warmth2_p,pt_warmth3_p,pt_warmth4_p,pt_engagement_p,pt_as1_p,pt_as2_p,pt_as3_p,pt_as4_p,pt_defensive1_p,pt_defensive2_p,pt_defensive3_p,pt_defensive4_p,pt_defensive5_p,angry_p,guilty_p,enthusiastic_p,proud_p,inspired_p,ashamed_p,moral1_p,moral2_p,moral3_p,bf_extrovert1_a,bf_extrovert2_a,bf_extrovert3_a,bf_extrovert4_a,bf_extrovert5_a,bf_agreeable1_a,bf_agreeable2_a,bf_agreeable3_a,bf_agreeable4_a,bf_agreeable5_a,bf_conscientious1_a,bf_conscientious2_a,bf_conscientious3_a,bf_conscientious4_a,bf_conscientious5_a,bf_neurotic1_a,bf_neurotic2_a,bf_neurotic3_a,bf_neurotic4_a,bf_neurotic5_a,bf_open1_a,bf_open2_a,bf_open3_a,bf_open4_a,bf_open5_a,mf_care1_a,mf_fair1_a,mf_loyalty1_a,mf_authority1_a,mf_purity1_a,mf_care2_a,mf_authority2_a,mf_care3_a,mf_fair2_a,mf_purity2_a,mf_free1_a,mf_care4_a,mf_fair3_a,mf_authority3_a,mf_unused_a,mf_fair4_a,mf_loyalty2_a,mf_authority4_a,mf_care5_a,mf_loyalty3_a,mf_authority5_a,mf_purity3_a,mf_free2_a,pv_conform_a,pv_tradition_a,pv_benevolence_a,pv_universalism_a,pv_self_direction_a,pv_stimulation_a,pv_hedonism_a,pv_achievement_a,pv_power_a,pv_security_a,ssi1_a,ssi3_a,ssi6_a,ssi8_a,ds_rational1_a,ds_rational2_a,ds_intuitive1_a,ds_intuitive2_a,bf_extrovert1_p,bf_extrovert2_p,bf_extrovert3_p,bf_extrovert4_p,bf_extrovert5_p,bf_agreeable1_p,bf_agreeable2_p,bf_agreeable3_p,bf_agreeable4_p,bf_agreeable5_p,bf_conscientious1_p,bf_conscientious2_p,bf_conscientious3_p,bf_conscientious4_p,bf_conscientious5_p,bf_neurotic1_p,bf_neurotic2_p,bf_neurotic3_p,bf_neurotic4_p,bf_neurotic5_p,bf_open1_p,bf_open2_p,bf_open3_p,bf_open4_p,bf_open5_p,mf_care1_p,mf_fair1_p,mf_loyalty1_p,mf_authority1_p,mf_purity1_p,mf_care2_p,mf_authority2_p,mf_care3_p,mf_fair2_p,mf_purity2_p,mf_free1_p,mf_care4_p,mf_fair3_p,mf_authority3_p,mf_unused_p,mf_fair4_p,mf_loyalty2_p,mf_authority4_p,mf_care5_p,mf_loyalty3_p,mf_authority5_p,mf_purity3_p,mf_free2_p,pv_conform_p,pv_tradition_p,pv_benevolence_p,pv_universalism_p,pv_self_direction_p,pv_stimulation_p,pv_hedonism_p,pv_achievement_p,pv_power_p,pv_security_p,ssi1_p,ssi3_p,ssi6_p,ssi8_p,ds_rational1_p,ds_rational2_p,ds_intuitive1_p,ds_intuitive2_p,bf_agreeable_a,bf_agreeable_p,bf_extrovert_a,bf_extrovert_p,bf_neurotic_a,bf_neurotic_p,bf_open_a,bf_open_p,bf_conscientious_a,bf_conscientious_p,pt_competence_a,pt_competence_p,pt_warmth_a,pt_warmth_p,pt_as_a,pt_as_p,pt_defensive_a,pt_defensive_p,E2_a,L1_a,L3_a,P1_a,TF_a,other_a,A1_p,A3_p,A5_p,A6_p,A11_p,A12_p,A16_p,A17_p,A18_p,A19_p,visit_a,trial_a,visit_p,trial_p
404,20180901-200737_151,other,opening,cre,asktask,cre,providep,log,providep,cre,asktask,emo,providep,task,disagree,log,providep,log,providep,log,disagree,0,1,A1R2GLS7IS9QM1,0,0,0,1,A2Q96LE5Y0P424,0,0,38,Male,Hispanic/Latino,4,Married,Employed for wages,6,Roman Catholic,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,2,2,5,5,3,3,3,5,4,1,5,5,5,34,Female,Other,4,Living with partner,Out of work and looking for work,4,Atheist,5,3,3,3,3,3,3,3,3,2,3,3,4,3,4,1,5,5,1,3,1,1,3,3,3,1,3,3,3,4.75,4.5,3.75,2.5,3,4.5,4.5,4.5,2,2.5,4.5,4.5,4.5,2,2,4.5,2,2,2,2,4,4.25,3,4.25,2,5,5,4.75,4.75,5,5,5,5,5,5,5,5.75,5.25,5,5.75,5.75,5.75,3.5,5.25,4.5,5.75,5.5,5.5,4.75,4.5,4.5,4.5,4.5,4,3.25,4.5,4.25,4.25,1.5,3,3.75,4,4.5,4.5,2.75,2.75,5,5,4,1,2,5,5,5,1,1,5,5,4,3,3,4,3,3,3,3,4,4,4,4,2,6,6,1,2,1,1,1,6,6,1,6,6,5,4,6,4,2,1,5,4,4,1,6,3,2,6,6,5,5,5,4,4,5,2,2,5,3,4,5,3,3,9,13,7.5,11,3.5,8,13.5,14,9.5,8,4,12,4,11,4,14,19,15,1,3,4,0,1,1,1,2,0,2,0,0,5,0,0,0,3,3,1,1
405,20180901-201717_518,other,opening,other,asktask,cre,asktask,other,asktask,emo,asktask,other,asktask,other,agree,other,providep,other,agree,other,providep,0,1,A2VDUYTXKS4IAV,0,0,0,1,A19RMYC38G1HAF,1,1,63,Male,White/Caucasian,5,Divorced,Self-employed,7,Agnostic,5,5,4,4,4,4,5,4,5,5,5,4,4,4,4,2,2,2,2,4,1,1,3,4,3,1,3,3,3,32,Female,White/Caucasian,2,Married,Unable to work,7,Agnostic,2,5,4,4,5,4,5,4,4,5,5,4,4,5,5,1,1,1,1,4,1,1,2,5,3,1,5,5,4,4,4,4,1,4,5,5,5,1,1,4,3,4,3,3,4,2,2,2,1,5,5,1,4,1,4,5,3,1,2,5,1,5,5,1,6,5,5,2,5,5,1,5,5,4,1,1,6,1,1,4,3,3,1,3,3,3,3,2,2,1,1,4,4,3,3,5,5,3,1,2,5,5,4,1,1,4,3,4,4,1,3,2,4,2,1,2,4,2,4,2,6,5,1,5,6,5,2,5,5,1,4,5,4,5,6,4,4,4,3,3,5,2,3,4,5,5,4,4,5,3,3,3,6,2,1,5,4,2,3,4,4,13,12,7,10,3,6,14,10,5,6,16,17,19,18,16,18,12,8,1,1,0,0,0,10,1,5,3,0,0,0,2,0,0,0,1,1,1,1
406,20180901-201904_88,other,opening,other,providep,cre,askp,other,offtask,emo,providep,cre,providep,pro,agree,other,providep,log,providep,other,offtask,0,1,A1P74XUJ8AKQGO,0,0,0,1,A2CJ9OMOWFU441,0.25,1,25,Male,Asian/Asian American,4,Never been married,Employed for wages,9,Buddhist,4,4,4,3,3,3,5,4,4,4,4,3,3,4,5,1,1,1,1,3,1,1,4,4,5,1,4,4,4,36,Male,White/Caucasian,4,Married,Employed for wages,8,Roman Catholic,2,5,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,1,1,4,4,4,1,3,3,3,3.75,3,2,3.75,5,2.75,2.25,2,4,3.5,2,5,4,1,1.75,4.25,1.75,2,1.5,1.25,2.25,4.5,2,2,4,3.5,5,2.75,4.75,6,3.75,3.25,5,4.75,3.5,4.75,4,6,4.25,6,6,3.25,4.5,3,3.25,3.5,1.25,5.25,5.5,3,3.25,5.5,4.5,2,3.75,5.75,4.25,6,4,2.25,5,4.25,2,2,4,4,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,3,3,3,3,1.666666667,1.666666667,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,3,3,3,3,3,3,3,3,3,3,3,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,-0.5,1.666666667,0,2.333333333,2.25,7,6.75,7,8.25,5.666666667,13,12,17,12,15,20,7,15,1,2,1,1,0,5,1,0,1,0,0,1,5,0,0,2,2,2,1,1
407,20180901-212528_32,other,opening,pro,offtask,cre,offtask,log,asktask,cre,asktask,task,offtask,cre,asktask,log,asktask,emo,offtask,cre,asktask,0,1,A2Z8AB84TU105G,0,0.05,1,1,A2FCFWH6XEJI6,0,0,20,Female,White/Caucasian,3,Living with partner,A student,1,Roman Catholic,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,3,3,3,37,Female,White/Caucasian,4,Divorced,Employed for wages,3,Atheist,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1,5,1,1,5,5,5,4.25,3.75,3.75,3,3.25,3.75,4,3.75,2.5,3,4,4,4,3,3,3.5,4,4,3.75,3.75,3,3.75,3.75,4,3.5,5,5,5,5,5,5,5,5,5,5,5,4.25,4.5,4.25,4.25,4.25,4,3.75,4,3.75,4.5,4,4.25,3.5,3,2.75,2.75,2.75,2.75,2.5,2.75,2.75,2.75,2,2.25,2.75,2,3.75,3.75,3.75,3.75,5,4,5,1,1,5,5,5,1,1,5,5,5,1,1,5,1,1,1,1,5,5,2,4,1,6,6,2,1,5,6,6,6,6,6,5,6,3,5,6,4,2,2,2,2,1,1,6,4,4,6,6,6,6,6,6,4,3,1,4,5,2,5,5,2,2,6,13,5.5,12,12,-1,11,15,6,13,12,20,4,20,12,20,16,9,2,4,2,1,1,1,1,5,0,0,0,0,0,0,0,4,2,2,1,1
408,20180902-022448_481,other,opening,other,providep,other,providep,other,agree,task,offtask,other,providep,log,asktask,other,asktask,cre,asktask,cre,positive,0,1,A1WKF2VH7TV0H2,0,0,0,1,A3PL7JEMIPFHI9,0.2,1,22,Female,White/Caucasian,4,Never been married,Employed for wages,5,Jewish,4,4,3,2,4,3,4,3,5,3,4,4,5,3,5,4,3,2,1,2,1,1,1,1,1,1,3,2,4,36,Female,White/Caucasian,3,Living with partner,Self-employed,2,Agnostic,4,3,3,3,3,3,4,4,3,3,4,2,4,4,4,1,1,1,1,3,1,1,1,1,1,1,3,3,4,3.25,2.666666667,2.5,3.083333333,3.083333333,3.583333333,3.416666667,3.583333333,2.916666667,2.916666667,3,3.25,3.083333333,3.333333333,3.083333333,3.166666667,3.25,3.583333333,2.833333333,3.25,3.25,3.25,3.333333333,3.333333333,3.5,3.666666667,2.916666667,3.5,3.583333333,3.75,3.416666667,4.25,4.5,3.75,3,3.666666667,2.75,3.083333333,3.666666667,3.75,4.416666667,3.166666667,2.916666667,3.25,3.666666667,3.666666667,3.583333333,3.583333333,3.75,4.25,3.166666667,3.583333333,3.166666667,4,3.333333333,3.25,3.583333333,3.083333333,3,3.333333333,2.583333333,3,2.833333333,3.083333333,2.416666667,2.75,3.866666667,3.133333333,3.066666667,2,3,4,4,4,2.133333333,2.4,4,4.066666667,4.066666667,2.133333333,1.866666667,2,4,4,3,4,2.266666667,4,4,4,2,6,6,2.133333333,3.2,1.2,6,2.4,6,6,1,3.066666667,6,5.466666667,5.2,5,4.333333333,2,2,2,2,3,1,4.733333333,3.266666667,2,5,5.933333333,5,3,3,4,4,6,1.866666667,1.866666667,5,3,5,5,1.8,1.733333333,4.75,7.466666667,2.25,5.066666667,9.75,13,9.666666667,12.26666667,2.916666667,8.133333333,12,12,15,14,17,14,12,7,0,2,1,0,1,6,1,3,1,0,0,0,3,1,0,1,7,6,6,3
409,20180902-040108_507,other,opening,other,providep,other,asktask,cre,asktask,cre,asktask,emo,asktask,log,asktask,task,asktask,cre,providep,log,asktask,0,1,A1EJ4HA4K85PBJ,0,0,0,1,A1OVGCI9KUL4MI,0,0,50,Female,White/Caucasian,6,Married,Employed for wages,12,Protestant (Baptist Methodist Non-denominational etc.),3,5,4,4,4,4,4,4,4,4,5,4,4,4,4,1,1,1,1,4,1,1,3,4,4,1,3,3,3,37,Male,Hispanic/Latino,4,Married,Employed for wages,8,Agnostic,3,4,4,4,3,5,4,4,3,3,5,4,3,4,4,1,1,1,1,3,1,1,1,1,1,1,2,3,3,4.75,4,4,1.75,4,4.25,4,4,2,2,4.25,4.75,4,1,1,2.75,3.5,4.25,2.75,4,4,4.5,3.5,4.5,1.25,6,6,5.5,5.75,3,5.25,3.5,6,6,1,4.75,4.75,5.75,5,6,6,5,4.5,1,1.75,4.25,1,5.25,3.75,3.5,4.75,4.75,5,4,4.25,4.75,5,5.5,1.5,2,4,2.5,4.25,4.25,2.75,2.5,1.666666667,1.666666667,3.333333333,2.666666667,3,2.333333333,2,2,3,3,3.333333333,3.666666667,3.666666667,2,2.333333333,3.333333333,2.333333333,1.666666667,2,2,4,3.333333333,2,3.666666667,1.666666667,1.333333333,2,1.666666667,2.333333333,1.333333333,2.666666667,2,2.333333333,4.333333333,2,2.333333333,3,4,4,3.666666667,3.333333333,3.666666667,4.333333333,3,2.333333333,5,3.333333333,4,3.666666667,5,3,3.666666667,4.666666667,3.666666667,3,4.333333333,4.666666667,5,1.666666667,3,3.333333333,2.666666667,4.333333333,3.666666667,2.333333333,1.333333333,8.25,0.333333333,7,1,11.75,4.666666667,15.25,11.33333333,11,6.333333333,16,16,16,14,16,15,8,7,1,3,2,0,1,4,1,7,0,0,0,0,2,0,0,0,2,2,2,2
411,20180902-065004_63,other,opening,other,positive,other,asktask,cre,asktask,emo,providep,other,agree,log,providep,log,providep,other,providep,other,positive,0,1,A2N93IVSZXSB73,0,1,1,1,A3B51VO4UKOX0Y,0.75,1,53,Male,White/Caucasian,4,Married,Employed for wages,11,Roman Catholic,3,4,4,4,3,4,4,4,4,4,4,4,4,5,5,1,2,2,1,4,1,1,3,3,2,1,5,5,5,37,Female,White/Caucasian,3,Married,A homemaker,10,Atheist,4,4,3,3,2,3,2,3,3,2,3,3,3,4,4,1,1,1,1,2,1,1,2,2,3,1,3,3,3,5,4.142857143,4,1.857142857,2.142857143,5,4.142857143,4,1,1,5,4.142857143,5,1,1,5,1,1,1,1,5,5,4.142857143,4.714285714,1,5.142857143,5,3,4.285714286,6,5.428571429,4.714285714,6,6,6,4.857142857,5,5.714285714,6,6,5.857142857,4,4,1,3.285714286,5.571428571,6,5,4.714285714,5,4.142857143,6,5,4.857142857,5,5,6,5,1.714285714,4,4.857142857,4,4.857142857,4.142857143,2,2,3,4,4,2.5,3,2,4,4,2,1.5,4,3,3,3,2,3,4,4,4.5,4.5,2.5,2,3,4,3,4.5,5,2,4.5,2.5,5.5,1.5,5,5,1,4,6,5,4,6,3.5,1,1.5,6,3,4,1,3.5,3,1.5,5,6,4,4.5,5,2,2.5,3,2,3,3,1,3,2.5,3.5,3.5,11.14285714,6.5,9.142857143,5.5,-1,14,17.85714286,8.5,12.14285714,5,15,11,16,10,18,14,10,6,1,1,2,0,0,6,1,2,1,0,0,0,4,2,0,0,6,4,2,2
412,20180902-082346_448,other,opening,other,providep,emo,providep,emo,asktask,cre,providep,cre,providep,emo,providep,task,offtask,emo,providep,other,providep,0,1,AG4LSED06GB08,0,0,0,1,A3BCGASLOPYKJ5,1,1,26,Female,White/Caucasian,3,Divorced,A student,1,Other,3,3,5,5,5,5,4,4,4,5,4,4,5,4,5,1,1,1,2,3,1,2,2,4,4,3,5,4,4,50,Male,White/Caucasian,2,Separated,Employed for wages,2,Protestant (Baptist Methodist Non-denominational etc.),3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,4,4,4,1,5,5,5,3,3.666666667,2.166666667,2.166666667,3.833333333,4,4.833333333,4.5,1.5,2,4.166666667,4.166666667,4.333333333,2.666666667,1.333333333,1.666666667,4.333333333,4.166666667,4,3.5,4.5,4.166666667,4,3.833333333,1,5,5.333333333,3.833333333,4.666666667,4.5,5.833333333,4.833333333,5.5,5.5,4.166666667,5.166666667,4.833333333,5.333333333,5.833333333,4.166666667,4,6,3.333333333,4.833333333,3.333333333,5.5,3.5,5,5.5,5,5.166666667,5,5.166666667,4.5,2.333333333,4.166666667,4,6,1.5,3.666666667,3,1.166666667,4.5,4.5,3,2.666666667,5,4,4,2,2,4,5,4,1,2,4,4,4,4,2,4,2,4,1,1,5,4,4,3,3,5,5,3,5,5,5,3,5,5,5,5,6,4,5,6,5,5,3,2,4,2,3,4,4,5,6,6,4,5,3,4,4,4,2,4,4,1,5,4,3,2,9.833333333,10,2.833333333,9,14.33333333,4,15.5,13,8.666666667,6,20,20,17,20,18,20,8,9,4,2,0,0,1,3,1,1,0,0,0,0,7,0,0,1,2,2,1,1
413,20180902-150252_344,other,opening,other,providep,emo,providep,emo,providep,other,offtask,pro,providep,task,providep,other,providep,emo,providep,emo,providep,0,1,A1MQ0JV616QMEJ,0,1,1,1,A3IUIS8AB17HUP,0.3,1,47,Female,White/Caucasian,6,Married,Employed for wages,11,Jewish,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,3,3,4,1,4,3,2,46,Female,Black/African American,4,Married,Self-employed,3,Other,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,3,4,4,1,2,4,4,5,5,5,3,2,5,5,5,1,1,4,3,5,1,1,5,2,4,1,2,3,5,5,4,1,5,6,2,5,1,6,1,6,6,1,5,4,5,4,6,5,2,1,5,1,4,1,4,4,4,6,6,6,6,5,5,3,4,2,4,5,5,5,5,1,3,4.5,3,1.5,2,4,4.5,5,5,1,1,4.5,3,2.5,3,2,3.5,3.5,4,2.5,2,4,3.5,4.5,5,3.5,5.5,5.5,4.5,5.5,5,6,2.5,6,6,6,5.5,6,6,6,6,6,2,4,6,3,5,4.5,6,1,2.5,3.5,3.5,3.5,3.5,2.5,3,3.5,3.5,2,3,5,5,4.5,4,3,3,13,12.5,10,3,4,8.5,16,13.5,10,5,20,20,20,20,20,20,9,9,4,0,0,1,1,6,1,0,0,0,0,0,9,1,0,1,1,1,2,1
414,20180902-215438_58,other,opening,other,offtask,other,providep,other,providep,emo,providep,cre,providep,log,agree,emo,providep,other,offtask,other,offtask,0,1,A1B7Y6W33FM2L8,0,0,0,1,A23ZYWM2WHJI2M,0,0,39,Male,White/Caucasian,3,Never been married,Self-employed,2,Roman Catholic,4,4,3,2,2,4,3,4,3,4,5,4,4,1,3,4,4,3,2,1,2,2,1,1,1,2,5,5,5,25,Male,White/Caucasian,4,Never been married,Out of work and looking for work,3,Jewish,4,4,3,3,3,3,4,4,3,3,4,2,2,3,3,3,4,4,3,2,1,1,1,1,1,1,1,1,1,4.235294118,4.529411765,3.411764706,1.529411765,3.941176471,4.823529412,5,5,1,1.235294118,4.823529412,4.470588235,4.529411765,1.294117647,1.117647059,3.823529412,2.235294118,2.882352941,2.117647059,2.117647059,4.882352941,4.764705882,2,4.823529412,1.647058824,5.882352941,5.823529412,3.882352941,5.411764706,5.705882353,5.882352941,4,6,6,3.176470588,2.294117647,5.117647059,5.529411765,6,6,5,3.235294118,1.058823529,2.529411765,4.352941176,4.823529412,1.411764706,2.411764706,4.764705882,4.294117647,5.588235294,5.647058824,4.764705882,5.352941176,4.764705882,4.470588235,4.529411765,4.588235294,1.764705882,3.470588235,5,2.470588235,4.705882353,4.705882353,2.058823529,2.117647059,5,5,5,5,5,5,5,5,1,1,5,5,5,4,1,3,5,5,3,3,4,3,3,3,4,6,6,4,5,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,6,6,5,5,5,5,5,5,2,2,2,2,4,4,4,3,12.58823529,13,6.705882353,5,5.529411765,13,14.82352941,9,11.41176471,10,11,12,14,14,12,10,14,16,2,1,2,0,0,7,1,0,1,0,0,0,6,0,0,4,11,8,1,1
415,20180902-220100_244,other,opening,other,asktask,cre,providep,emo,providep,log,providep,emo,offtask,emo,offtask,other,offtask,pro,providep,pro,agree,0,1,A3GO7ZO83710SF,0,0,0,1,A1R3T5771PPSMR,0.5,1,24,Female,White/Caucasian,5,Never been married,Employed for wages,2,Protestant (Baptist Methodist Non-denominational etc.),3,5,5,3,3,4,4,5,4,4,5,3,4,4,4,1,1,1,1,5,1,1,4,4,4,1,4,3,3,24,Male,Hispanic/Latino,4,Never been married,Employed for wages,8,Roman Catholic,3,5,4,5,5,5,4,3,3,4,5,4,5,4,4,5,1,1,2,5,1,1,5,4,4,1,4,5,4,4,4,4,1,2.666666667,5,5,4.333333333,1.333333333,1,4.666666667,5,4.333333333,1.333333333,1,3,3,3.333333333,1.666666667,2,5,5,2,4.666666667,1.666666667,5,4,4,4.666666667,2.666666667,2.666666667,3,6,5.333333333,2.333333333,3.333333333,5.666666667,4.333333333,4.666666667,5,5.333333333,2,3.666666667,4,2.666666667,4,2.333333333,4.666666667,4,3.666666667,4,3.333333333,4,3.666666667,4,4.333333333,5,3.666666667,3,2,4.333333333,1.666666667,4.333333333,4.333333333,2.666666667,2,5,4,3,2,1,4,4,5,4,3,2,2,3,4,3,3,4,5,4,4,4,3,2,3,4,5,6,5,4,5,6,5,4,4,4,5,5,6,5,4,3,3,4,5,6,5,4,4,3,2,1,2,3,3,2,2,3,3,2,3,2,3,4,5,4,3,12,6,8.333333333,9,7,14,15,8,11.66666667,0,15,19,17,14,15,17,9,14,3,1,1,2,0,4,1,1,1,0,0,0,4,0,0,3,2,2,1,1
416,20180902-220444_227,other,opening,other,asktask,cre,asktask,cre,asktask,cre,providep,emo,providep,emo,providep,log,positive,emo,offtask,cre,providep,0,1,AGRKG3YT3KMD8,0,0,0,1,A9YSQNV8OLPDG,0,0,32,Male,White/Caucasian,4,Never been married,Self-employed,10,Protestant (Baptist Methodist Non-denominational etc.),3,4,2,2,2,2,4,3,3,3,5,4,3,3,4,1,3,3,3,4,1,1,3,2,2,1,4,4,3,25,Male,White/Caucasian,4,Living with partner,Employed for wages,8,Roman Catholic,4,4,3,4,3,5,5,4,4,3,3,4,3,4,4,2,3,4,2,4,1,1,1,1,2,1,2,4,4,4,3.5,3,2.5,3.5,3.5,4,4,2,2,3,4,4,1.5,2,4,2,2,2,2,4,4,3,4,2,3.5,6,2,2.5,1.5,3,2,6,6,5.5,2.5,5.5,6,3.5,6,6,3,5,1,2,3,4,3,3.5,3.5,4,3.5,3.5,3,4,3.5,3.5,3.5,2.5,3,5,3.5,5,5,2,2,4,3.5,2,3.25,3.75,3.25,3.5,4.5,2.25,2.75,4,3.75,4.25,2.75,2,2.75,4.25,3.75,4.75,4.5,4.25,4,2,3.5,2.5,5.75,5.75,1.5,3,4.5,4.25,3.25,5.25,5.75,1.75,4.5,5,4.25,4.25,5,4.25,4.5,1.5,3.25,4.75,4.75,1.25,4,2.5,3.5,3.5,3,2.25,3.5,4.5,2.5,4.75,1.5,1.75,2.25,3.5,2.25,4.75,4.5,4.75,4.5,7.5,6.25,4.5,2.5,4,14.5,13,11.25,7.5,7.25,8,15,13,16,14,15,14,15,3,4,2,0,1,2,1,4,0,0,0,0,4,1,0,1,2,2,1,1
417,20180902-220705_493,other,opening,other,providep,other,positive,other,asktask,other,positive,cre,agree,log,positive,other,positive,other,offtask,other,providep,0,1,AASWAMYQ9PXMQ,0,0,0,1,A299KQ1BCRT1CZ,0,0,45,Female,White/Caucasian,3,Married,A homemaker,6,Roman Catholic,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1,1,1,1,3,1,1,3,3,3,1,3,3,3,22,Male,Asian/Asian American,3,Never been married,Self-employed,2,Hindu,2,3,3,2,3,2,4,5,4,4,4,4,4,4,3,4,3,4,2,3,1,2,4,4,5,2,2,3,3,4,4,1.333333333,3,5,4.666666667,5,5,1,1,4,5,4.333333333,1.333333333,1.333333333,2.666666667,3.333333333,3.333333333,2,2,3.333333333,3,2.666666667,3.333333333,2,4,4,4,4,4.666666667,4,4,4,4,6,5,4,3,5,6,4.666666667,2.333333333,5,4.333333333,3.666666667,4,6,3.666666667,4.333333333,5,5.333333333,3,3.333333333,1,1.333333333,3,3,5.333333333,2,3.666666667,5,4,4,4,2,2,5,4,3,3,2.5,4,4.5,4.5,3,3,3,2.5,3.5,2.5,3.5,4.5,3.5,4,3,3,3,4,3.5,3.5,4.5,2.5,3.5,4.5,4.5,3.5,2.5,4,5,4,3,4,3,4.5,4.5,3,3,2.5,3.5,4.5,4.5,4,3.5,4,4,3,4,4.5,3.5,2.5,3.5,3.5,4,4,3,2,3,2.5,2.5,3.5,4.5,4,12.66666667,7,1.333333333,6.5,8,9,10.33333333,9.5,10.66666667,3,16,10,16,17,14,15,7,16,0,1,1,0,0,8,1,1,1,0,0,0,2,4,0,1,2,2,1,1
418,20180902-222227_892,other,opening,other,providep,other,providep,other,offtask,emo,providep,emo,providep,emo,asktask,task,providep,other,providep,emo,providep,0,1,A1HXE4IVFL1L,0,0,0,1,A1B7Y6W33FM2L8,2,1,40,Female,White/Caucasian,6,Married,Employed for wages,12,Atheist,4,4,4,3,3,4,5,4,4,4,4,3,4,3,3,1,1,1,1,3,1,2,2,1,2,3,3,3,3,39,Male,White/Caucasian,3,Never been married,Self-employed,2,Roman Catholic,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,5,5,1,1,1,4,5,3,4,4,4,3,5,5,5,1,3,3,4,4,4,4,4,5,5,5,1,3,3,1,4,4,4,3,4,4,1,4,4,4,4,5,4,1,6,3,2,2,2,4,5,5,5,5,5,2,4,6,6,6,2,2,5,1,5,5,1,1,4.235294118,4.529411765,3.411764706,1.529411765,3.941176471,4.823529412,5,5,1,1.235294118,4.823529412,4.470588235,4.529411765,1.294117647,1.117647059,3.823529412,2.235294118,2.882352941,2.117647059,2.117647059,4.882352941,4.764705882,2,4.823529412,1.647058824,5.882352941,5.823529412,3.882352941,5.411764706,5.705882353,5.882352941,4,6,6,3.176470588,2.294117647,5.117647059,5.529411765,6,6,5,3.235294118,1.058823529,2.529411765,4.352941176,4.823529412,1.411764706,2.411764706,4.764705882,4.294117647,5.588235294,5.647058824,4.764705882,5.352941176,4.764705882,4.470588235,4.529411765,4.588235294,1.764705882,3.470588235,5,2.470588235,4.705882353,4.705882353,2.058823529,2.117647059,4,12.58823529,-6,6.705882353,13,5.529411765,18,14.82352941,11,11.41176471,14,20,17,20,13,20,7,9,4,0,0,0,1,6,1,1,0,0,0,0,8,0,0,1,1,1,11,9
